"";"game_id";"half_elapsed";"type";"cards"
"6811";3978;65;"goal";NA
"6812";3978;81;NA;"y2"
"6813";3979;30;"goal";NA
"6814";3979;38;"goal";NA
"6815";3979;58;"goal";NA
"6816";3980;82;"goal";NA
"6817";3982;13;"goal";NA
"6818";3982;17;"goal";NA
"6819";3982;38;"goal";NA
"6820";3982;77;"goal";NA
"6821";3983;16;"goal";NA
"6822";3983;17;"goal";NA
"6823";3983;45;"goal";NA
"6824";3983;69;"goal";NA
"6825";3983;69;"goal";NA
"6826";3984;4;"goal";NA
"6827";3984;68;"goal";NA
"6828";3984;85;"goal";NA
"6829";3984;86;"goal";NA
"6830";3985;19;"goal";NA
"6831";3985;83;"goal";NA
"6832";3986;5;"goal";NA
"6833";3986;55;"goal";NA
"6834";3986;61;"goal";NA
"6835";3987;66;"goal";NA
"6836";3987;72;"goal";NA
"6837";3987;79;"goal";NA
"6838";3988;42;"goal";NA
"6839";3988;63;"goal";NA
"6840";3989;18;"goal";NA
"6841";3989;58;"goal";NA
"6842";3989;70;"goal";NA
"6843";3989;83;"goal";NA
"6844";3989;88;"goal";NA
"6845";3990;31;"goal";NA
"6846";3990;69;"goal";NA
"6847";3991;10;"goal";NA
"6848";3991;33;"goal";NA
"6849";3991;66;"goal";NA
"6850";3991;78;"goal";NA
"6851";3991;83;"goal";NA
"6852";3992;7;"goal";NA
"6853";3992;19;"goal";NA
"6854";3992;45;"goal";NA
"6855";3992;50;"goal";NA
"6856";3992;55;"goal";NA
"6857";3993;8;"goal";NA
"6858";3993;30;"goal";NA
"6859";3993;57;"goal";NA
"6860";3994;26;"goal";NA
"6861";3994;89;"goal";NA
"6862";3995;23;"goal";NA
"6863";3995;41;NA;"r"
"6864";3995;42;"goal";NA
"6865";3995;56;"goal";NA
"6866";3995;72;"goal";NA
"6867";3997;57;"goal";NA
"6868";3997;58;"goal";NA
"6869";3997;64;"goal";NA
"6870";3997;80;"goal";NA
"6871";3998;16;"goal";NA
"6872";3998;51;"goal";NA
"6873";3998;58;"goal";NA
"6874";3998;80;"goal";NA
"6875";3999;8;"goal";NA
"6876";3999;68;"goal";NA
"6877";3999;81;"goal";NA
"6878";4000;33;"goal";NA
"6879";4000;49;"goal";NA
"6880";4000;90;"goal";NA
"6881";4001;47;"goal";NA
"6882";4001;65;NA;"r"
"6883";4001;87;"goal";NA
"6884";4002;12;"goal";NA
"6885";4002;17;"goal";NA
"6886";4002;55;"goal";NA
"6887";4002;66;"goal";NA
"6888";4002;77;"goal";NA
"6889";4003;4;"goal";NA
"6890";4003;43;"goal";NA
"6891";4003;45;"goal";NA
"6892";4003;78;"goal";NA
"6893";4003;80;"goal";NA
"6894";4004;95;"goal";NA
"6895";4005;21;"goal";NA
"6896";4005;43;"goal";NA
"6897";4006;5;"goal";NA
"6898";4006;58;"goal";NA
"6899";4006;84;"goal";NA
"6900";4007;80;"goal";NA
"6901";4009;35;"goal";NA
"6902";4009;46;"goal";NA
"6903";4009;89;NA;"y2"
"6904";4009;92;"goal";NA
"6905";4010;14;"goal";NA
"6906";4010;17;"goal";NA
"6907";4010;21;"goal";NA
"6908";4010;34;"goal";NA
"6909";4011;20;"goal";NA
"6910";4011;22;"goal";NA
"6911";4011;45;"goal";NA
"6912";4011;86;"goal";NA
"6913";4012;23;"goal";NA
"6914";4012;56;"goal";NA
"6915";4012;79;"goal";NA
"6916";4013;28;"goal";NA
"6917";4013;53;"goal";NA
"6918";4013;72;"goal";NA
"6919";4014;39;"goal";NA
"6920";4014;92;"goal";NA
"6921";4015;52;"goal";NA
"6922";4015;84;"goal";NA
"6923";4016;50;"goal";NA
"6924";4017;5;"goal";NA
"6925";4017;42;"goal";NA
"6926";4017;74;"goal";NA
"6927";4017;85;"goal";NA
"6928";4018;29;NA;"r"
"6929";4018;30;"goal";NA
"6930";4018;63;NA;"y2"
"6931";4018;93;"goal";NA
"6932";4019;70;"goal";NA
"6933";4019;72;"goal";NA
"6934";4019;91;"goal";NA
"6935";4020;16;"goal";NA
"6936";4020;66;NA;"r"
"6937";4020;84;"goal";NA
"6938";4020;90;"goal";NA
"6939";4021;32;"goal";NA
"6940";4021;62;"goal";NA
"6941";4021;76;"goal";NA
"6942";4022;31;"goal";NA
"6943";4022;55;"goal";NA
"6944";4022;79;"goal";NA
"6945";4022;87;NA;"y2"
"6946";4022;95;"goal";NA
"6947";4023;72;NA;"y2"
"6948";4024;3;"goal";NA
"6949";4025;47;"goal";NA
"6950";4026;39;NA;"y2"
"6951";4026;63;"goal";NA
"6952";4027;74;"goal";NA
"6953";4028;33;"goal";NA
"6954";4028;56;"goal";NA
"6955";4028;60;"goal";NA
"6956";4028;73;"goal";NA
"6957";4029;50;"goal";NA
"6958";4030;9;"goal";NA
"6959";4030;14;"goal";NA
"6960";4030;67;"goal";NA
"6961";4031;67;"goal";NA
"6962";4032;21;"goal";NA
"6963";4032;32;"goal";NA
"6964";4032;76;"goal";NA
"6965";4032;83;"goal";NA
"6966";4033;76;"goal";NA
"6967";4033;80;"goal";NA
"6968";4034;67;"goal";NA
"6969";4034;76;"goal";NA
"6970";4035;63;"goal";NA
"6971";4035;75;"goal";NA
"6972";4035;78;"goal";NA
"6973";4036;6;"goal";NA
"6974";4036;33;"goal";NA
"6975";4036;78;"goal";NA
"6976";4036;85;NA;"r"
"6977";4037;45;"goal";NA
"6978";4037;62;"goal";NA
"6979";4039;56;"goal";NA
"6980";4039;85;"goal";NA
"6981";4039;95;"goal";NA
"6982";4040;29;"goal";NA
"6983";4040;81;"goal";NA
"6984";4041;11;"goal";NA
"6985";4041;25;"goal";NA
"6986";4041;29;NA;"r"
"6987";4042;2;"goal";NA
"6988";4042;17;"goal";NA
"6989";4042;78;"goal";NA
"6990";4042;81;"goal";NA
"6991";4043;26;"goal";NA
"6992";4043;56;"goal";NA
"6993";4043;74;"goal";NA
"6994";4044;8;"goal";NA
"6995";4044;50;NA;"r"
"6996";4044;61;"goal";NA
"6997";4044;90;"goal";NA
"6998";4046;9;"goal";NA
"6999";4046;19;"goal";NA
"7000";4046;62;"goal";NA
"7001";4047;78;"goal";NA
"7002";4048;12;"goal";NA
"7003";4048;13;"goal";NA
"7004";4048;32;"goal";NA
"7005";4049;38;"goal";NA
"7006";4049;87;"goal";NA
"7007";4050;85;"goal";NA
"7008";4051;16;"goal";NA
"7009";4051;42;"goal";NA
"7010";4051;66;"goal";NA
"7011";4052;4;"goal";NA
"7012";4052;38;"goal";NA
"7013";4052;46;"goal";NA
"7014";4052;68;"goal";NA
"7015";4052;73;"goal";NA
"7016";4053;51;"goal";NA
"7017";4053;74;NA;"y2"
"7018";4053;80;"goal";NA
"7019";4053;88;"goal";NA
"7020";4055;15;"goal";NA
"7021";4055;25;"goal";NA
"7022";4056;15;"goal";NA
"7023";4056;21;"goal";NA
"7024";4056;46;"goal";NA
"7025";4057;60;"goal";NA
"7026";4058;56;"goal";NA
"7027";4058;76;NA;"y2"
"7028";4059;89;"goal";NA
"7029";4060;34;"goal";NA
"7030";4060;48;"goal";NA
"7031";4061;22;"goal";NA
"7032";4061;27;"goal";NA
"7033";4061;54;"goal";NA
"7034";4061;64;NA;"r"
"7035";4061;84;"goal";NA
"7036";4062;21;"goal";NA
"7037";4062;39;"goal";NA
"7038";4062;59;"goal";NA
"7039";4063;78;"goal";NA
"7040";4063;83;"goal";NA
"7041";4064;32;"goal";NA
"7042";4065;10;"goal";NA
"7043";4065;35;"goal";NA
"7044";4065;48;"goal";NA
"7045";4066;19;"goal";NA
"7046";4066;22;"goal";NA
"7047";4066;73;"goal";NA
"7048";4067;34;"goal";NA
"7049";4067;59;"goal";NA
"7050";4068;19;"goal";NA
"7051";4068;21;"goal";NA
"7052";4068;39;"goal";NA
"7053";4068;55;"goal";NA
"7054";4068;71;"goal";NA
"7055";4069;13;"goal";NA
"7056";4069;18;"goal";NA
"7057";4069;71;"goal";NA
"7058";4069;80;NA;"r"
"7059";4070;9;"goal";NA
"7060";4072;24;"goal";NA
"7061";4073;57;"goal";NA
"7062";4073;79;"goal";NA
"7063";4073;81;NA;"y2"
"7064";4073;83;"goal";NA
"7065";4074;51;"goal";NA
"7066";4074;74;"goal";NA
"7067";4074;76;NA;"y2"
"7068";4075;12;"goal";NA
"7069";4075;31;"goal";NA
"7070";4075;71;"goal";NA
"7071";4076;1;"goal";NA
"7072";4076;35;"goal";NA
"7073";4076;45;"goal";NA
"7074";4076;65;"goal";NA
"7075";4076;68;"goal";NA
"7076";4076;70;"goal";NA
"7077";4076;78;NA;"y2"
"7078";4078;19;"goal";NA
"7079";4078;41;"goal";NA
"7080";4078;66;"goal";NA
"7081";4078;69;NA;"r"
"7082";4078;87;"goal";NA
"7083";4079;15;"goal";NA
"7084";4079;17;"goal";NA
"7085";4079;54;"goal";NA
"7086";4079;58;"goal";NA
"7087";4079;63;"goal";NA
"7088";4079;89;"goal";NA
"7089";4080;61;"goal";NA
"7090";4080;73;"goal";NA
"7091";4081;7;"goal";NA
"7092";4081;61;NA;"r"
"7093";4081;68;"goal";NA
"7094";4082;11;"goal";NA
"7095";4082;13;"goal";NA
"7096";4083;33;"goal";NA
"7097";4083;44;"goal";NA
"7098";4083;53;"goal";NA
"7099";4083;80;"goal";NA
"7100";4084;40;"goal";NA
"7101";4085;12;"goal";NA
"7102";4085;40;"goal";NA
"7103";4085;71;"goal";NA
"7104";4086;22;"goal";NA
"7105";4086;29;"goal";NA
"7106";4087;4;"goal";NA
"7107";4087;48;"goal";NA
"7108";4087;89;"goal";NA
"7109";4088;22;NA;"r"
"7110";4088;72;"goal";NA
"7111";4089;18;"goal";NA
"7112";4089;53;"goal";NA
"7113";4089;65;NA;"r"
"7114";4090;15;"goal";NA
"7115";4091;45;"goal";NA
"7116";4091;47;"goal";NA
"7117";4091;64;"goal";NA
"7118";4091;92;NA;"y2"
"7119";4091;97;"goal";NA
"7120";4092;49;"goal";NA
"7121";4092;61;"goal";NA
"7122";4092;68;"goal";NA
"7123";4092;81;"goal";NA
"7124";4093;90;"goal";NA
"7125";4094;11;"goal";NA
"7126";4094;20;"goal";NA
"7127";4094;24;"goal";NA
"7128";4094;48;"goal";NA
"7129";4094;86;"goal";NA
"7130";4095;38;"goal";NA
"7131";4095;65;"goal";NA
"7132";4095;82;"goal";NA
"7133";4096;2;"goal";NA
"7134";4096;78;"goal";NA
"7135";4097;22;"goal";NA
"7136";4097;28;"goal";NA
"7137";4097;36;"goal";NA
"7138";4098;24;"goal";NA
"7139";4098;56;"goal";NA
"7140";4099;9;"goal";NA
"7141";4099;37;"goal";NA
"7142";4099;53;NA;"r"
"7143";4099;65;"goal";NA
"7144";4099;79;"goal";NA
"7145";4100;62;"goal";NA
"7146";4101;31;"goal";NA
"7147";4101;62;"goal";NA
"7148";4102;17;"goal";NA
"7149";4102;48;"goal";NA
"7150";4102;53;"goal";NA
"7151";4102;86;"goal";NA
"7152";4103;38;"goal";NA
"7153";4104;1;"goal";NA
"7154";4104;49;"goal";NA
"7155";4104;72;"goal";NA
"7156";4105;23;"goal";NA
"7157";4105;36;"goal";NA
"7158";4105;53;"goal";NA
"7159";4105;87;"goal";NA
"7160";4106;1;"goal";NA
"7161";4106;32;"goal";NA
"7162";4106;51;"goal";NA
"7163";4106;96;"goal";NA
"7164";4107;13;"goal";NA
"7165";4108;8;"goal";NA
"7166";4108;13;"goal";NA
"7167";4108;34;"goal";NA
"7168";4108;87;"goal";NA
"7169";4109;49;NA;"r"
"7170";4110;32;"goal";NA
"7171";4110;88;NA;"y2"
"7172";4110;94;NA;"r"
"7173";4111;33;"goal";NA
"7174";4111;51;"goal";NA
"7175";4111;52;"goal";NA
"7176";4111;61;"goal";NA
"7177";4111;69;"goal";NA
"7178";4112;23;"goal";NA
"7179";4112;33;"goal";NA
"7180";4112;47;"goal";NA
"7181";4112;81;"goal";NA
"7182";4113;5;"goal";NA
"7183";4113;34;"goal";NA
"7184";4113;51;"goal";NA
"7185";4113;68;"goal";NA
"7186";4113;84;"goal";NA
"7187";4115;17;"goal";NA
"7188";4115;46;"goal";NA
"7189";4115;89;NA;"y2"
"7190";4116;51;"goal";NA
"7191";4116;67;"goal";NA
"7192";4117;24;"goal";NA
"7193";4118;6;"goal";NA
"7194";4118;41;"goal";NA
"7195";4118;44;"goal";NA
"7196";4118;54;"goal";NA
"7197";4119;91;NA;"y2"
"7198";4120;63;"goal";NA
"7199";4120;77;"goal";NA
"7200";4121;34;"goal";NA
"7201";4121;37;"goal";NA
"7202";4121;49;"goal";NA
"7203";4121;62;"goal";NA
"7204";4122;19;"goal";NA
"7205";4122;45;"goal";NA
"7206";4122;83;"goal";NA
"7207";4122;90;"goal";NA
"7208";4123;14;NA;"r"
"7209";4123;42;"goal";NA
"7210";4123;83;"goal";NA
"7211";4124;41;"goal";NA
"7212";4124;55;"goal";NA
"7213";4124;69;"goal";NA
"7214";4124;83;"goal";NA
"7215";4126;17;"goal";NA
"7216";4126;30;"goal";NA
"7217";4127;23;"goal";NA
"7218";4128;12;"goal";NA
"7219";4128;30;"goal";NA
"7220";4128;37;"goal";NA
"7221";4128;65;"goal";NA
"7222";4128;82;"goal";NA
"7223";4130;33;"goal";NA
"7224";4130;43;"goal";NA
"7225";4130;86;NA;"y2"
"7226";4131;17;"goal";NA
"7227";4131;40;"goal";NA
"7228";4131;58;"goal";NA
"7229";4131;60;"goal";NA
"7230";4132;57;"goal";NA
"7231";4132;66;"goal";NA
"7232";4132;68;"goal";NA
"7233";4132;71;"goal";NA
"7234";4132;73;"goal";NA
"7235";4133;15;"goal";NA
"7236";4133;19;"goal";NA
"7237";4133;26;"goal";NA
"7238";4133;66;"goal";NA
"7239";4133;78;"goal";NA
"7240";4133;86;"goal";NA
"7241";4134;20;"goal";NA
"7242";4134;86;NA;"r"
"7243";4134;92;"goal";NA
"7244";4135;34;"goal";NA
"7245";4135;56;"goal";NA
"7246";4136;2;"goal";NA
"7247";4136;26;"goal";NA
"7248";4137;18;"goal";NA
"7249";4137;30;"goal";NA
"7250";4137;44;"goal";NA
"7251";4137;49;"goal";NA
"7252";4137;52;"goal";NA
"7253";4137;61;"goal";NA
"7254";4137;78;"goal";NA
"7255";4137;87;"goal";NA
"7256";4138;10;"goal";NA
"7257";4138;42;"goal";NA
"7258";4139;6;"goal";NA
"7259";4139;33;"goal";NA
"7260";4139;49;"goal";NA
"7261";4140;12;"goal";NA
"7262";4140;33;"goal";NA
"7263";4140;37;"goal";NA
"7264";4140;70;"goal";NA
"7265";4141;43;"goal";NA
"7266";4141;59;"goal";NA
"7267";4142;49;"goal";NA
"7268";4142;69;"goal";NA
"7269";4142;80;"goal";NA
"7270";4143;74;"goal";NA
"7271";4143;78;"goal";NA
"7272";4144;46;"goal";NA
"7273";4144;93;NA;"r"
"7274";4144;94;NA;"y2"
"7275";4145;69;"goal";NA
"7276";4146;9;"goal";NA
"7277";4146;49;NA;"y2"
"7278";4147;43;"goal";NA
"7279";4147;74;"goal";NA
"7280";4148;77;"goal";NA
"7281";4149;25;"goal";NA
"7282";4149;79;"goal";NA
"7283";4150;13;"goal";NA
"7284";4150;15;"goal";NA
"7285";4150;28;"goal";NA
"7286";4150;48;"goal";NA
"7287";4150;88;"goal";NA
"7288";4151;44;"goal";NA
"7289";4152;63;"goal";NA
"7290";4153;24;"goal";NA
"7291";4153;66;"goal";NA
"7292";4154;14;"goal";NA
"7293";4154;29;"goal";NA
"7294";4154;62;"goal";NA
"7295";4155;58;"goal";NA
"7296";4155;94;"goal";NA
"7297";4156;1;"goal";NA
"7298";4156;20;"goal";NA
"7299";4156;34;"goal";NA
"7300";4156;36;"goal";NA
"7301";4156;80;"goal";NA
"7302";4157;3;"goal";NA
"7303";4157;31;"goal";NA
"7304";4157;88;"goal";NA
"7305";4157;93;"goal";NA
"7306";4158;49;"goal";NA
"7307";4158;69;"goal";NA
"7308";4158;72;"goal";NA
"7309";4159;8;"goal";NA
"7310";4159;56;"goal";NA
"7311";4159;64;"goal";NA
"7312";4159;75;"goal";NA
"7313";4159;92;"goal";NA
"7314";4160;41;"goal";NA
"7315";4160;45;"goal";NA
"7316";4161;2;"goal";NA
"7317";4162;40;"goal";NA
"7318";4162;47;"goal";NA
"7319";4162;50;"goal";NA
"7320";4162;78;"goal";NA
"7321";4163;51;"goal";NA
"7322";4163;80;"goal";NA
"7323";4164;27;"goal";NA
"7324";4164;32;"goal";NA
"7325";4164;44;"goal";NA
"7326";4164;80;"goal";NA
"7327";4165;83;"goal";NA
"7328";4165;89;NA;"r"
"7329";4166;21;"goal";NA
"7330";4166;34;"goal";NA
"7331";4166;36;"goal";NA
"7332";4166;91;"goal";NA
"7333";4167;20;"goal";NA
"7334";4167;34;"goal";NA
"7335";4168;7;"goal";NA
"7336";4168;15;"goal";NA
"7337";4168;64;"goal";NA
"7338";4169;8;"goal";NA
"7339";4169;48;"goal";NA
"7340";4169;66;"goal";NA
"7341";4170;11;"goal";NA
"7342";4170;32;"goal";NA
"7343";4170;46;"goal";NA
"7344";4170;67;"goal";NA
"7345";4172;55;"goal";NA
"7346";4173;35;"goal";NA
"7347";4173;92;"goal";NA
"7348";4174;74;"goal";NA
"7349";4174;90;"goal";NA
"7350";4175;93;"goal";NA
"7351";4175;95;"goal";NA
"7352";4176;41;"goal";NA
"7353";4176;42;"goal";NA
"7354";4176;66;"goal";NA
"7355";4177;11;"goal";NA
"7356";4177;56;"goal";NA
"7357";4177;86;"goal";NA
"7358";4178;49;"goal";NA
"7359";4178;92;"goal";NA
"7360";4178;93;NA;"y2"
"7361";4179;27;"goal";NA
"7362";4179;41;"goal";NA
"7363";4179;62;"goal";NA
"7364";4180;22;"goal";NA
"7365";4180;74;"goal";NA
"7366";4181;6;"goal";NA
"7367";4181;12;"goal";NA
"7368";4181;48;"goal";NA
"7369";4181;82;"goal";NA
"7370";4182;61;NA;"r"
"7371";4183;43;"goal";NA
"7372";4183;73;"goal";NA
"7373";4184;15;"goal";NA
"7374";4184;26;"goal";NA
"7375";4184;53;"goal";NA
"7376";4184;61;"goal";NA
"7377";4184;83;"goal";NA
"7378";4185;60;"goal";NA
"7379";4185;74;"goal";NA
"7380";4186;87;"goal";NA
"7381";4186;88;NA;"y2"
"7382";4186;89;"goal";NA
"7383";4187;33;"goal";NA
"7384";4187;38;"goal";NA
"7385";4187;55;"goal";NA
"7386";4187;70;"goal";NA
"7387";4187;76;"goal";NA
"7388";4188;17;"goal";NA
"7389";4188;47;"goal";NA
"7390";4189;20;"goal";NA
"7391";4189;45;"goal";NA
"7392";4189;93;"goal";"y2"
"7393";4190;14;"goal";NA
"7394";4190;70;NA;"r"
"7395";4190;81;"goal";NA
"7396";4191;8;"goal";NA
"7397";4191;46;"goal";NA
"7398";4191;94;"goal";NA
"7399";4192;57;"goal";NA
"7400";4192;63;"goal";NA
"7401";4192;70;"goal";NA
"7402";4192;88;"goal";NA
"7403";4193;16;"goal";NA
"7404";4193;33;NA;"r"
"7405";4193;39;"goal";NA
"7406";4193;89;"goal";NA
"7407";4194;2;"goal";NA
"7408";4194;12;"goal";NA
"7409";4194;21;"goal";NA
"7410";4194;51;"goal";NA
"7411";4194;53;"goal";NA
"7412";4195;3;"goal";NA
"7413";4195;73;"goal";NA
"7414";4196;46;"goal";NA
"7415";4197;28;"goal";NA
"7416";4197;30;"goal";NA
"7417";4197;73;"goal";NA
"7418";4198;22;"goal";NA
"7419";4198;62;"goal";NA
"7420";4198;81;"goal";NA
"7421";4198;96;"goal";NA
"7422";4198;96;"goal";NA
"7423";4199;39;"goal";NA
"7424";4199;89;"goal";NA
"7425";4200;65;"goal";NA
"7426";4201;48;"goal";NA
"7427";4201;48;"goal";NA
"7428";4201;79;"goal";NA
"7429";4201;83;"goal";NA
"7430";4202;11;"goal";NA
"7431";4202;26;"goal";NA
"7432";4202;75;"goal";NA
"7433";4203;64;NA;"r"
"7434";4203;66;"goal";NA
"7435";4203;84;"goal";NA
"7436";4203;91;"goal";NA
"7437";4204;37;"goal";NA
"7438";4204;71;"goal";NA
"7439";4205;34;"goal";NA
"7440";4205;69;"goal";NA
"7441";4205;76;"goal";NA
"7442";4206;72;"goal";NA
"7443";4207;2;"goal";NA
"7444";4208;41;"goal";NA
"7445";4208;51;"goal";NA
"7446";4208;63;"goal";NA
"7447";4208;69;NA;"y2"
"7448";4208;76;"goal";NA
"7449";4209;23;"goal";NA
"7450";4209;67;"goal";NA
"7451";4209;94;"goal";NA
"7452";4210;15;"goal";NA
"7453";4210;77;"goal";NA
"7454";4211;64;"goal";NA
"7455";4211;69;"goal";NA
"7456";4211;82;"goal";NA
"7457";4212;83;"goal";NA
"7458";4213;23;"goal";NA
"7459";4214;29;"goal";NA
"7460";4214;51;"goal";NA
"7461";4215;47;"goal";NA
"7462";4215;88;"goal";NA
"7463";4216;89;"goal";NA
"7464";4217;32;"goal";NA
"7465";4217;84;"goal";NA
"7466";4218;7;"goal";NA
"7467";4218;19;"goal";NA
"7468";4218;51;"goal";NA
"7469";4218;60;"goal";NA
"7470";4218;89;"goal";NA
"7471";4219;46;"goal";NA
"7472";4219;81;"goal";NA
"7473";4219;84;"goal";NA
"7474";4220;61;"goal";NA
"7475";4221;11;"goal";NA
"7476";4221;19;"goal";NA
"7477";4222;21;"goal";NA
"7478";4222;40;"goal";NA
"7479";4222;42;"goal";NA
"7480";4222;83;"goal";NA
"7481";4223;20;"goal";NA
"7482";4223;56;"goal";NA
"7483";4223;59;NA;"r"
"7484";4223;93;"goal";NA
"7485";4224;72;NA;"y2"
"7486";4225;9;"goal";NA
"7487";4225;19;"goal";NA
"7488";4225;34;"goal";NA
"7489";4226;16;"goal";NA
"7490";4226;18;"goal";NA
"7491";4226;37;"goal";NA
"7492";4226;44;"goal";NA
"7493";4227;68;"goal";NA
"7494";4228;20;"goal";NA
"7495";4228;34;"goal";NA
"7496";4229;14;"goal";NA
"7497";4229;36;"goal";NA
"7498";4229;74;"goal";NA
"7499";4231;1;"goal";NA
"7500";4231;3;"goal";NA
"7501";4231;16;"goal";NA
"7502";4231;46;"goal";NA
"7503";4231;67;"goal";NA
"7504";4231;69;"goal";NA
"7505";4231;74;"goal";NA
"7506";4231;76;"goal";NA
"7507";4231;77;"goal";NA
"7508";4231;90;"goal";NA
"7509";4232;20;"goal";NA
"7510";4232;22;"goal";NA
"7511";4233;58;"goal";NA
"7512";4234;1;"goal";NA
"7513";4234;38;"goal";NA
"7514";4234;48;"goal";NA
"7515";4234;74;"goal";NA
"7516";4234;88;"goal";NA
"7517";4234;96;"goal";NA
"7518";4235;48;"goal";NA
"7519";4236;2;"goal";NA
"7520";4236;24;"goal";NA
"7521";4236;71;"goal";NA
"7522";4237;8;"goal";NA
"7523";4237;49;"goal";NA
"7524";4237;60;"goal";NA
"7525";4238;27;"goal";NA
"7526";4238;45;"goal";NA
"7527";4238;68;"goal";NA
"7528";4238;83;"goal";NA
"7529";4239;87;"goal";NA
"7530";4240;2;"goal";NA
"7531";4240;10;"goal";NA
"7532";4240;27;"goal";NA
"7533";4240;28;"goal";NA
"7534";4240;77;"goal";NA
"7535";4241;14;"goal";NA
"7536";4241;46;NA;"r"
"7537";4241;59;"goal";NA
"7538";4241;69;"goal";NA
"7539";4241;94;"goal";NA
"7540";4242;2;NA;"r"
"7541";4242;27;"goal";NA
"7542";4242;40;"goal";NA
"7543";4242;77;"goal";NA
"7544";4243;24;"goal";NA
"7545";4243;28;"goal";NA
"7546";4243;49;"goal";NA
"7547";4244;18;"goal";NA
"7548";4244;65;"goal";NA
"7549";4244;77;"goal";NA
"7550";4245;37;"goal";NA
"7551";4245;58;"goal";NA
"7552";4246;14;"goal";NA
"7553";4246;41;"goal";NA
"7554";4246;47;"goal";NA
"7555";4247;6;"goal";NA
"7556";4247;13;"goal";NA
"7557";4247;16;"goal";NA
"7558";4247;38;"goal";NA
"7559";4247;50;"goal";NA
"7560";4247;64;"goal";NA
"7561";4247;85;"goal";NA
"7562";4247;90;"goal";NA
"7563";4248;88;"goal";NA
"7564";4249;37;"goal";NA
"7565";4249;40;"goal";NA
"7566";4249;45;"goal";NA
"7567";4249;76;"goal";NA
"7568";4249;84;NA;"y2"
"7569";4249;91;"goal";NA
"7570";4251;39;"goal";NA
"7571";4251;44;"goal";NA
"7572";4251;62;"goal";NA
"7573";4252;34;"goal";NA
"7574";4252;48;"goal";NA
"7575";4252;78;"goal";NA
"7576";4253;16;"goal";NA
"7577";4254;12;"goal";NA
"7578";4254;15;"goal";NA
"7579";4254;32;"goal";NA
"7580";4254;86;"goal";NA
"7581";4255;43;"goal";NA
"7582";4255;79;"goal";NA
"7583";4255;80;"goal";NA
"7584";4255;92;"goal";NA
"7585";4256;46;"goal";NA
"7586";4257;18;"goal";NA
"7587";4257;37;"goal";NA
"7588";4257;50;"goal";NA
"7589";4257;53;NA;"r"
"7590";4257;92;"goal";NA
"7591";4258;15;"goal";NA
"7592";4258;37;"goal";NA
"7593";4258;43;"goal";NA
"7594";4258;58;"goal";NA
"7595";4258;84;NA;"r"
"7596";4258;96;"goal";NA
"7597";4259;12;"goal";NA
"7598";4260;9;"goal";NA
"7599";4260;70;"goal";NA
"7600";4260;83;NA;"y2"
"7601";4261;8;"goal";NA
"7602";4261;14;"goal";NA
"7603";4261;27;"goal";NA
"7604";4261;67;"goal";NA
"7605";4261;73;"goal";NA
"7606";4261;89;"goal";NA
"7607";4262;88;"goal";NA
"7608";4263;57;"goal";NA
"7609";4263;82;"goal";NA
"7610";4264;48;"goal";NA
"7611";4264;51;"goal";NA
"7612";4264;53;"goal";NA
"7613";4264;62;"goal";NA
"7614";4264;90;"goal";NA
"7615";4265;41;"goal";NA
"7616";4265;69;"goal";NA
"7617";4266;35;"goal";NA
"7618";4266;95;NA;"y2"
"7619";4267;8;"goal";NA
"7620";4267;20;"goal";NA
"7621";4267;26;"goal";NA
"7622";4267;81;"goal";NA
"7623";4267;92;"goal";NA
"7624";4268;7;"goal";NA
"7625";4268;95;"goal";NA
"7626";4270;7;"goal";NA
"7627";4270;10;"goal";NA
"7628";4270;33;"goal";NA
"7629";4270;55;"goal";NA
"7630";4270;78;"goal";NA
"7631";4270;83;"goal";NA
"7632";4271;38;"goal";NA
"7633";4272;2;"goal";NA
"7634";4272;53;"goal";NA
"7635";4273;11;"goal";NA
"7636";4273;29;"goal";NA
"7637";4273;48;NA;"y2"
"7638";4274;37;"goal";NA
"7639";4275;15;"goal";NA
"7640";4275;90;"goal";NA
"7641";4276;18;"goal";NA
"7642";4276;36;"goal";NA
"7643";4277;30;"goal";NA
"7644";4277;46;"goal";NA
"7645";4277;53;"goal";NA
"7646";4277;91;"goal";NA
"7647";4278;22;"goal";NA
"7648";4278;47;"goal";NA
"7649";4278;84;"goal";NA
"7650";4280;59;"goal";NA
"7651";4280;60;"goal";NA
"7652";4281;51;"goal";NA
"7653";4281;83;"goal";NA
"7654";4281;93;"goal";NA
"7655";4282;5;"goal";NA
"7656";4282;35;"goal";NA
"7657";4282;74;"goal";NA
"7658";4283;3;"goal";NA
"7659";4283;66;"goal";NA
"7660";4283;68;"goal";NA
"7661";4283;85;"goal";NA
"7662";4283;89;"goal";NA
"7663";4284;20;"goal";NA
"7664";4284;48;"goal";NA
"7665";4284;50;"goal";NA
"7666";4284;71;"goal";NA
"7667";4284;87;"goal";NA
"7668";4285;24;"goal";NA
"7669";4285;74;"goal";NA
"7670";4286;29;"goal";NA
"7671";4286;43;"goal";NA
"7672";4286;65;"goal";NA
"7673";4286;70;"goal";NA
"7674";4287;2;"goal";NA
"7675";4287;27;"goal";NA
"7676";4289;11;"goal";NA
"7677";4289;45;"goal";NA
"7678";4289;60;"goal";NA
"7679";4289;65;"goal";NA
"7680";4289;93;"goal";NA
"7681";4290;45;"goal";NA
